chunk_id,section_id,chunk_seq,start_char,end_char,text_chunk
SEC44980064280_C02,44980064280,2,639,1434,"However, the relationship between misfolding and aggregation is analogous to that between protein folding and aggregation. Therefore, aggregation extends beyond misfolding. Importantly, the prevention of misfolding by various factors is independent of their prevention of intermolecular aggregation among misfolded monomers. This independence is important for understanding the mechanisms of action of molecular chaperones and therapeutic drug candidates targeting proteinopathies. Designing drugs to prevent misfolding or to prevent aggregation involves distinct approaches in drug discovery for proteinopathies, underscoring the need for a rigorous distinction between misfolding and aggregation. Contrary to the conventional paradigm, aggregation does not necessarily result from misfolding."
SEC44980064280_C03,44980064280,3,1121,1778,"Designing drugs to prevent misfolding or to prevent aggregation involves distinct approaches in drug discovery for proteinopathies, underscoring the need for a rigorous distinction between misfolding and aggregation. Contrary to the conventional paradigm, aggregation does not necessarily result from misfolding. The shared aggregation monomers depicted in Figure 2 can exist as unfolded, misfolded, partially folded, or fully folded structures. For instance, the crystallization of folded proteins and the formation of actin fibers occur independently of misfolding. It is important to note that unfolded structures are distinct from misfolded structures."
SEC44980064280_C04,44980064280,4,1567,2285,"For instance, the crystallization of folded proteins and the formation of actin fibers occur independently of misfolding. It is important to note that unfolded structures are distinct from misfolded structures. To address the diversity of aggregation monomers, it is useful to differentiate between misfolding, unfolding, and aberrant aggregation, as illustrated in Figure 3. According to the energy landscape theory of protein folding, misfolding occurs when proteins adopt stable non-native conformations that become kinetically trapped in local minima near the folded state, impeding proper folding. This definition indicates that non-native structures found in aggregates are not necessarily misfolded structures."
SEC44980064280_C05,44980064280,5,2170,2940,"This definition indicates that non-native structures found in aggregates are not necessarily misfolded structures. Additionally, the prevention of misfolding can be experimentally supported by the increased folding rates observed in the absence of aggregation. Molecular chaperones can increase the folding rates of clients by lowering kinetic barriers, smoothing navigational landscapes, or employing an iterative annealing mechanism that involves melting and refolding misfolded structures. In contrast to misfolding, unfolding involves a transition to higher energy unfolded structures, which are generally not considered to be kinetically trapped in the intramolecular conformational navigation. Moreover, conversions between these unfolded ensembles occur rapidly."
SEC44980064280_C06,44980064280,6,2663,3438,"In contrast to misfolding, unfolding involves a transition to higher energy unfolded structures, which are generally not considered to be kinetically trapped in the intramolecular conformational navigation. Moreover, conversions between these unfolded ensembles occur rapidly. The aggregation of unfolded structures, such as IDPs, IDRs, and unfoldable peptides, is difficult to explain solely through misfolding. Similarly, small domain-sized proteins often fold in a two-state manner (folded vs. unfolded states). The two-state protein folding is considered an effective strategy to avoid misfolding, illustrating the distinction between unfolding and misfolding. For instance, the short peptides of seven amino acid residues (e.g., GNNQQNY) make the stable amyloid fibers."
SEC44980064280_C07,44980064280,7,3328,3989,"For instance, the short peptides of seven amino acid residues (e.g., GNNQQNY) make the stable amyloid fibers. These unfoldable peptides are expected not to have a stable kinetic trap or misfolded state at the intramolecular level. From the viewpoint of intramolecular conformational changes, aggregates behave like deep stable traps; however, it is important to recognize that aggregates are intermolecular assemblies, distinct from intramolecular misfolding and unfolding, independent of protein concentration. Reversible small aggregates can be easily mistaken for folding intermediates or kinetically trapped misfolded structures in protein folding studies."
SEC44980064280_C08,44980064280,8,3840,4317,"Reversible small aggregates can be easily mistaken for folding intermediates or kinetically trapped misfolded structures in protein folding studies. Moreover, the role of molecular chaperones in preventing reversible aggregates can be misinterpreted as an enhancement of the folding rate of client proteins. Although misfolding closely correlates with aggregation, it is essential to recognize that misfolding is not the sole cause of the aggregation of non-native structures."
SEC9305053195_C01,9305053195,1,0,724,"Relationship Between Anfinsen’s Thermodynamic Hypothesis and Aggregation Anfinsen’s thermodynamic hypothesis is a cornerstone in the study of protein folding. Aligned with the conventional paradigm, it is often believed to encompass protein aggregation. For instance, the amino acid sequence encoding native structures also encodes more thermodynamically stable aggregates such as amyloid fibrils. Historically, this has led to the proposal that aggregates, such as prions and amyloids, challenge Anfinsen’s thermodynamic hypothesis. However, recognizing the independence between protein folding and aggregation provides clarity on how Anfinsen’s thermodynamic hypothesis relates to aggregation, as illustrated in Figure 4."
SEC9305053195_C02,9305053195,2,534,1271,"However, recognizing the independence between protein folding and aggregation provides clarity on how Anfinsen’s thermodynamic hypothesis relates to aggregation, as illustrated in Figure 4. Anfinsen’s thermodynamic hypothesis is strictly limited to intramolecular conformational changes and their relative stability. This hypothesis does not explicitly address the concept of aggregation. In Anfinsen’s thermodynamic hypothesis, the standard Gibbs energy for protein folding is expressed as Δ [EQ:EQ19] = − RT ln K, where K = [N]/[D] is the equilibrium constant for protein folding determined by the ratio of folded (N) to unfolded (D) states at equilibrium. These values are generally obtained by the equilibrium unfolding experiments."
SEC9305053195_C03,9305053195,3,923,1556,"In Anfinsen’s thermodynamic hypothesis, the standard Gibbs energy for protein folding is expressed as Δ [EQ:EQ19] = − RT ln K, where K = [N]/[D] is the equilibrium constant for protein folding determined by the ratio of folded (N) to unfolded (D) states at equilibrium. These values are generally obtained by the equilibrium unfolding experiments. In contrast, the standard Gibbs energy for converting soluble aggregation monomers (D) into fibrils (A) can be given by Δ [EQ:EQ20] = − RT ln K a = RT ln [EQ:EQ21], where K a and [EQ:EQ22] are the equilibrium constant for elongation and the solubility limit of monomers, respectively."
SEC9305053195_C04,9305053195,4,1271,2035,"In contrast, the standard Gibbs energy for converting soluble aggregation monomers (D) into fibrils (A) can be given by Δ [EQ:EQ20] = − RT ln K a = RT ln [EQ:EQ21], where K a and [EQ:EQ22] are the equilibrium constant for elongation and the solubility limit of monomers, respectively. The standard Gibbs energies for protein folding and aggregation, calculated from their respective equilibrium constants under standard conditions (where reactants and products are fixed at 1 mole each), are independent. The concentration of these aggregation monomers is determined by the following equation: D = C total /( K + 1), where C total represents the given initial total protein concentration of soluble monomers, and K is the equilibrium constant for protein folding."
SEC9305053195_C05,9305053195,5,1776,2560,"The concentration of these aggregation monomers is determined by the following equation: D = C total /( K + 1), where C total represents the given initial total protein concentration of soluble monomers, and K is the equilibrium constant for protein folding. This equation shows that the intramolecular protein folding thermodynamics affects aggregation by determining the concentration of these unfolded monomers, which act as the main reactants for aggregation, in line with the new framework. Metastability in protein aggregation is traditionally understood by conceptually comparing the thermodynamic stability difference (Δ [EQ:EQ23]) between native folded structures (N) and aggregates such as amyloid fibrils (A). This topic will be explored in more detail later in Section 8."
SEC9305053195_C06,9305053195,6,2272,2898,"Metastability in protein aggregation is traditionally understood by conceptually comparing the thermodynamic stability difference (Δ [EQ:EQ23]) between native folded structures (N) and aggregates such as amyloid fibrils (A). This topic will be explored in more detail later in Section 8. However, direct calculation of Δ [EQ:EQ24] in equilibrium thermodynamics poses challenges due to the independence between intramolecular thermodynamics and intermolecular thermodynamics. Thus, Δ [EQ:EQ25] is indirectly obtained by combining Δ [EQ:EQ26] with Δ [EQ:EQ27] (Δ [EQ:EQ28] = Δ [EQ:EQ29] + Δ [EQ:EQ30]), as depicted in Figure 4."
SEC9305053195_C07,9305053195,7,2747,3471,"Thus, Δ [EQ:EQ25] is indirectly obtained by combining Δ [EQ:EQ26] with Δ [EQ:EQ27] (Δ [EQ:EQ28] = Δ [EQ:EQ29] + Δ [EQ:EQ30]), as depicted in Figure 4. Direct thermodynamic comparison (Δ [EQ:EQ31]) is feasible when the aggregation monomers in aggregates are folded structures, such as actin fibers and crystalline forms of native proteins. However, for unfoldable polypeptides, such as IDPs and IDRs, where the unfolding step (Δ [EQ:EQ32]) is absent, the aggregation thermodynamic stability relies solely on Δ [EQ:EQ33], similar to the aggregation thermodynamics of non-protein molecules. Importantly, this indicates that the metastability issue for unfoldable peptides is explained with Δ [EQ:EQ34] rather than Δ [EQ:EQ35]."
SEC9305053195_C08,9305053195,8,3335,4067,"Importantly, this indicates that the metastability issue for unfoldable peptides is explained with Δ [EQ:EQ34] rather than Δ [EQ:EQ35]. Of note, the aggregation of all molecules, including folded proteins, unfoldable peptides, and non-protein molecules, can be commonly described in terms of Δ [EQ:EQ36]. According to the independence between Anfinsen’s thermodynamic hypothesis and aggregation, it is evident that aggregation phenomena, including molecular chaperone-assisted protein folding by preventing aggregation, prion and amyloid formation, and the metastability of native states towards aggregates, do not undermine or challenge the validity of Anfinsen’s thermodynamic hypothesis and classical protein folding principles."
SEC9305053195_C09,9305053195,9,3640,4362,"According to the independence between Anfinsen’s thermodynamic hypothesis and aggregation, it is evident that aggregation phenomena, including molecular chaperone-assisted protein folding by preventing aggregation, prion and amyloid formation, and the metastability of native states towards aggregates, do not undermine or challenge the validity of Anfinsen’s thermodynamic hypothesis and classical protein folding principles. Due to this independence, however, Anfinsen’s thermodynamic hypothesis is inherently insufficient for fully describing aggregation; aggregation is beyond Anfinsen’s thermodynamic hypothesis. For instance, high thermodynamic stability alone is not enough to guarantee safety against aggregation."
SEC9305053195_C10,9305053195,10,4258,4969,"For instance, high thermodynamic stability alone is not enough to guarantee safety against aggregation. The relationship between thermodynamic stability and solubility has long been a controversial issue, as evident in IDPs as outstanding examples. According to the new framework, a protein’s thermodynamic stability is determined by intramolecular rate constants, whereas its solubility is influenced by both intramolecular and intermolecular rate constants, which are mutually independent. In the refolding experiments conducted by Anfinsen himself, aggregation significantly inhibits the productive refolding yield. Nonetheless, Anfinsen did not argue that his postulate included the concept of aggregation."
SEC9305053195_C11,9305053195,11,4750,5360,"In the refolding experiments conducted by Anfinsen himself, aggregation significantly inhibits the productive refolding yield. Nonetheless, Anfinsen did not argue that his postulate included the concept of aggregation. Protein folding is analogous to chemical isomerization, while aggregation is comparable to crystallization. There is no known instance where the thermodynamics of intermolecular crystallization challenges the intramolecular thermodynamics of isomerization. To integrate Anfinsen’s thermodynamic hypothesis with aggregation, it is essential to recognize that they are two independent realms."
SEC658941188392_C01,658941188392,1,0,725,"Relationship Between Molecular Chaperones and Aggregation Molecular chaperones are the most well-known molecules at the interface of protein folding and aggregation. They play a pivotal role in assisting protein folding, primarily by preventing misfolding and aggregation. This role challenges the concept of spontaneous protein folding posited by Anfinsen’s thermodynamic hypothesis, suggesting that folding may not always occur spontaneously, independently of external influences. Traditionally, the understanding of molecular chaperones’ functions has been centered on their role in assisting protein folding. However, their involvement in aggregation necessitates a re-evaluation of their role through the new framework."
SEC658941188392_C02,658941188392,2,613,1051,"However, their involvement in aggregation necessitates a re-evaluation of their role through the new framework. The combined protein folding and aggregation in the cellular milieu has been primarily framed by the molecular chaperone concept. Nonetheless, the molecular chaperone concept often overlooks or ignores several features of the cellular milieu that are important for protein folding and aggregation, as detailed in Section 5.3."
SEC123504194765_C01,123504194765,1,0,664,"Independence Between Direct and Indirect Protein Folding Assistance of Molecular Chaperones In some instances, molecular chaperones function as foldases, acting as catalysts that increase protein folding rate. This direct assistance in protein folding is aligned with their role in preventing misfolding. However, more commonly, molecular chaperones decrease folding rates and function similarly to chaotropic agents that unfold or disrupt protein structures. Similarly, molecular chaperones are defined as unfolding enzymes. From the traditional protein folding concept, molecular chaperones can generally act as folding inhibitors in the absence of aggregation."
SEC123504194765_C02,123504194765,2,526,1185,"From the traditional protein folding concept, molecular chaperones can generally act as folding inhibitors in the absence of aggregation. The hydrophobic interactions between molecular chaperones, including small heat-shock proteins, and their clients can inhibit both protein folding and aggregation. Therefore, proteins like GroEL/ES, Hsp70, and Hsp90 require an ATP-dependent binding and release cycle to facilitate protein folding. Too tight binding of small heat-shock proteins strongly inhibits protein folding. Importantly, molecular chaperones generally increase productive protein folding yield by preventing aggregation at the cost of folding rate."
SEC123504194765_C03,123504194765,3,1044,1827,"Importantly, molecular chaperones generally increase productive protein folding yield by preventing aggregation at the cost of folding rate. This indirect protein folding assistance by preventing aggregation is independent of the direct protein folding assistance, as illustrated in Figure 5 A. This necessitates a rigorous distinction between these independent pathways to avoid a paradox where molecular chaperones seem to assist and inhibit folding simultaneously. This paradox, similar to the inconsistencies between protein folding and aggregation, is resolved by recognizing the independent effects of molecular chaperones on intramolecular protein folding and intermolecular aggregation. Debate persists over the primary roles of molecular chaperones as foldases or holdases."
SEC123504194765_C04,123504194765,4,1512,2278,"This paradox, similar to the inconsistencies between protein folding and aggregation, is resolved by recognizing the independent effects of molecular chaperones on intramolecular protein folding and intermolecular aggregation. Debate persists over the primary roles of molecular chaperones as foldases or holdases. More accurately, foldases are associated with intramolecular protein folding, whereas holdases are likely linked to intermolecular aggregation. Therefore, the functions of foldases and holdases should not be considered opposing but rather as independent activities. Thus, molecular chaperones can exhibit both activities. For instance, the trigger factor chaperone of E. coli and G-quadruplexes of nucleic acids can act as both foldases and holdases."
SEC123504194765_C05,123504194765,5,2149,2798,"For instance, the trigger factor chaperone of E. coli and G-quadruplexes of nucleic acids can act as both foldases and holdases. In some cases, ATP-dependent molecular chaperones are classified as foldases, while ATP-independent chaperones are categorized as holdases. However, this classification can be misleading since ATP-dependent molecular chaperones can generally slow down the protein folding rate in the absence of aggregation. In this regard, ATP-independent molecular chaperones, such as trigger factor and Spy that bind clients with weak affinity, likely assist protein folding in a similar manner to ATP-dependent molecular chaperones."
SEC123504194765_C06,123504194765,6,2586,3361,"In this regard, ATP-independent molecular chaperones, such as trigger factor and Spy that bind clients with weak affinity, likely assist protein folding in a similar manner to ATP-dependent molecular chaperones. Importantly, the new framework highlights the essential role of molecular chaperones in addressing aggregation issues, including their provision of indirect protein folding assistance by preventing aggregation in the combined protein folding and aggregation. These roles, which have been historically less emphasized compared to the direct folding assistance, fundamentally extend beyond (or are challenging to explain with) the traditional concepts of protein folding, misfolding, Anfinsen’s thermodynamic hypothesis, and established protein folding principles."
SEC16568845691_C01,16568845691,1,0,730,"GroEL/ES Chamber: Delineating Independence Between Protein Folding and Aggregation The GroEL/ES chamber serves as a compelling model for illustrating the independence between protein folding and aggregation, along with the independent effects of molecular chaperones on both processes, as depicted in Figure 5 B. Protein folding in the GroEL/ES chamber has been a major focus of molecular chaperone research. Proteins within the GroEL/ES chamber are completely protected from aggregation, allowing correct folding without interference; this protection has led to the chamber being referred to as the ‘Anfinsen cage’. The steric masking of the GroEL/ES chamber completely prevents the self-aggregation of the client protein in it."
SEC16568845691_C02,16568845691,2,617,1252,"The steric masking of the GroEL/ES chamber completely prevents the self-aggregation of the client protein in it. Similar to charges acting as aggregation gatekeepers, the intermolecular aggregation inhibition by the GroEL/ES chamber operates independently of the representative cores of modern protein science. These cores include intramolecular protein folding, unfolding, and misfolding, structural stability by confinement, conformational entropy, and the attractive interactions between a protein and the chamber’s wall surfaces. The GroEL/ES chamber, as an extrinsic factor, independently affects protein folding and aggregation."
SEC16568845691_C03,16568845691,3,1151,1950,"The GroEL/ES chamber, as an extrinsic factor, independently affects protein folding and aggregation. The aggregation landscape in the GroEL/ES chamber is dictated not by the intrinsic properties of client protein but solely by the chamber’s property or its encapsulation. The GroEL/ES chamber, along with charges acting as aggregation gatekeepers, underscores the limitations of the conventional paradigm and modern protein science in accurately describing protein aggregation, especially in vivo. Such limitations will be further elaborated in Section 7.1. Additionally, the GroEL/ES chamber illustrates the independence between foldase and holdase activities; it can modulate protein folding rates—either inhibiting or enhancing them—while independently and simultaneously preventing aggregation."
SEC184840044790_C01,184840044790,1,0,711,"Overlooked Aspects of the Complex Cellular Milieu in the Molecular Chaperone Concept Molecular chaperones, essential for protein quality control, are traditionally defined as proteins that assist the folding or assembly of other macromolecules without being part of their final structures. This specific definition can overlook the broader chaperone-like activities present within the complex cellular milieu. Firstly, it excludes the potential chaperone-like activity of non-protein cellular macromolecules, such as nucleic acids (RNAs and DNAs), ribosomes, membranes, polyphosphates, and polysaccharides. Indeed, these non-protein cellular macromolecules have been shown to exhibit chaperone-like activities."
SEC184840044790_C02,184840044790,2,607,1325,"Indeed, these non-protein cellular macromolecules have been shown to exhibit chaperone-like activities. Secondly, this definition primarily considers the reversible interactions in trans between molecular chaperones and their client proteins, thereby excluding potential chaperone-like activity of cellular macromolecules that are physically connected to polypeptides in cis through covalent or covalent-like linkages. This type of linkage, known as macromolecular tethering, will be further discussed in Section 6.1. Thirdly, the traditional definition also excludes the potential chaperone-like activities of native interactors since molecular chaperones are not components of the final structures of their clients."
SEC184840044790_C03,184840044790,3,1125,1921,"Thirdly, the traditional definition also excludes the potential chaperone-like activities of native interactors since molecular chaperones are not components of the final structures of their clients. However, the majority of the cellular proteome is involved in native interactions or complexes with other cellular macromolecules. These native interactors or ligands play a crucial role in protein folding and stability. Fourthly, the core action mechanisms of molecular chaperones involve hydrophobic interaction-mediated substrate recognition and stabilization against aggregation. In contrast, substrate recognition and stabilization through non-hydrophobic interactions, such as attractive electrostatic interactions and intermolecular repulsive forces, respectively, are largely overlooked."
SEC184840044790_C04,184840044790,4,1709,2324,"In contrast, substrate recognition and stabilization through non-hydrophobic interactions, such as attractive electrostatic interactions and intermolecular repulsive forces, respectively, are largely overlooked. Finally, the current concept of proteostasis largely depends on the roles of molecular chaperones in processes such as protein folding, assembly, translocation, and degradation. However, this concept may not fully account for the broader array of chaperone-like activities and the critical role of native interactors in protein folding, stability, and aggregation inhibition within the cellular milieu."
SEC147949774143_C01,147949774143,1,0,742,"Generic Intrinsic Chaperone-like Activities of Cellular Macromolecules: Their Independent Effects on Protein Folding and Aggregation The cellular milieu, including cellular macromolecules, has traditionally been understood and described primarily from the perspective of protein folding, leading to a skewed understanding of aggregation. Unlike simplified in vitro environments, the cellular milieu is characterized by macromolecular crowding, where cellular macromolecules significantly occupy cell volume. Notably, the excluded volume effect by macromolecular crowding, widely studied in protein science, is based on the assumption that cellular macromolecules act as bystanders, occupying space without directly interacting with proteins."
SEC147949774143_C02,147949774143,2,508,1157,"Notably, the excluded volume effect by macromolecular crowding, widely studied in protein science, is based on the assumption that cellular macromolecules act as bystanders, occupying space without directly interacting with proteins. Thus, this effect can allow the principles of protein folding and aggregation observed in vitro to be applied to in vivo conditions. However, a hallmark yet often overlooked feature of the cellular milieu is the physical linkages of polypeptides with cellular macromolecules, which may differ significantly from protein folding and aggregation observed in vitro, governed by the protein’s own intrinsic properties."
SEC147949774143_C03,147949774143,3,875,1539,"However, a hallmark yet often overlooked feature of the cellular milieu is the physical linkages of polypeptides with cellular macromolecules, which may differ significantly from protein folding and aggregation observed in vitro, governed by the protein’s own intrinsic properties. From their synthesis to degradation, polypeptides are physically linked to a broad spectrum of cellular macromolecules via various types of interactions: covalent or noncovalent, specific or nonspecific, direct or indirect, and transient or stable. These cellular macromolecules include ribosomes, domains in multidomain proteins, lipid bilayers, other proteins, and nucleic acids."
SEC147949774143_C04,147949774143,4,1406,2154,"These cellular macromolecules include ribosomes, domains in multidomain proteins, lipid bilayers, other proteins, and nucleic acids. Polypeptides engage in transient and nonspecific interactions with crowded cellular macromolecules, known as soft or quinary interactions. The representative physical linkages in vivo include interactions with molecular chaperones, macromolecular tethering, and native complexation. The new framework not only reveals that the cellular milieu independently affects protein folding and aggregation, but it can also underlie the intrinsic chaperone-like activities of cellular macromolecules, as described below. Furthermore, it bridges the gaps between combined protein folding and aggregation in vitro and in vivo."
SEC257997400694_C01,257997400694,1,0,796,"Independent Effects of Macromolecular Tethering on Protein Folding and Aggregation Macromolecular tethering is a hallmark of de novo protein folding within the cellular milieu. Newly synthesized polypeptides are tightly tethered—via covalent or covalent-like linkages, or in cis—to megadalton-sized ribosomes with supernegative surface charges (entire proteome), other domains in multidomain proteins (80% of the proteome), or gigantic lipid bilayers (30% of the proteome). In eucaryotes, proteins undergo modifications such as ubiquitination, sumoylation, and glycosylation. Thus, macromolecular tethering represents a proteome-wide phenomenon. The new framework highlights that macromolecular tethering independently influences both protein folding and aggregation, as illustrated in Figure 6."
SEC257997400694_C02,257997400694,2,646,1437,"The new framework highlights that macromolecular tethering independently influences both protein folding and aggregation, as illustrated in Figure 6. Cotranslational folding and cotranslocational folding occur in the context of macromolecular tethering. Historically, the assumption that surface-exposed nascent chains on polysomes are prone to aggregation has justified the necessity of molecular chaperone assistance at ribosomal exit sites, laying the foundation for the widely accepted model of molecular chaperone-assisted de novo protein folding. This assumption aligns with the conventional paradigm, which posits that if nascent chains exhibit similar folding properties—whether they are free in solution or tethered to ribosomes—their aggregation properties should also be similar."
SEC257997400694_C03,257997400694,3,1199,1909,"This assumption aligns with the conventional paradigm, which posits that if nascent chains exhibit similar folding properties—whether they are free in solution or tethered to ribosomes—their aggregation properties should also be similar. Even though a single charged residue of proteins can significantly influence aggregation inhibition, megadalton-sized ribosomes with thousands of surface charges are treated like ideal gases with no volume or interaction. This interpretation typifies the conventional paradigm’s approach to describing and understanding the cellular milieu in terms of aggregation. Consistently, the concept of cis-linkage is not considered in the traditional molecular chaperone concept."
SEC257997400694_C04,257997400694,4,1802,2594,"Consistently, the concept of cis-linkage is not considered in the traditional molecular chaperone concept. However, evidence from ribosome display technology and the fusion of aggregation-prone proteins indicates that nascent chains tethered to ribosomes are in an aggregation-resistant and folding-competent state, demonstrating the intrinsic chaperone-like activities of ribosomes in the tethering context. The three-dimensional structures of polysomes show how their arrangement inhibits aggregation by maximizing the distance between nascent chains. In contrast to dramatic effects on aggregation inhibition, the folding pathways of small proteins or domains remain consistent whether they are free in solution or tethered to ribosomes, despite ribosomes destabilizing protein stability."
SEC257997400694_C05,257997400694,5,2356,2961,"In contrast to dramatic effects on aggregation inhibition, the folding pathways of small proteins or domains remain consistent whether they are free in solution or tethered to ribosomes, despite ribosomes destabilizing protein stability. Taken together, these observations highlight the inconsistencies between ribosome tethering’ effects on protein folding and aggregation. Ribosomal surface charges and large excluded volumes are proposed to protect tethered nascent chains from aggregation, allowing them to fold spontaneously based on their sequence; this is referred to as cis-acting chaperone type."
SEC257997400694_C06,257997400694,6,2731,3182,"Ribosomal surface charges and large excluded volumes are proposed to protect tethered nascent chains from aggregation, allowing them to fold spontaneously based on their sequence; this is referred to as cis-acting chaperone type. Understanding de novo protein folding and aggregation—as well as molecular chaperone-assisted de novo protein folding on the ribosome—requires considering ribosome tethering and its independent effects on both processes."
SEC246986148223_C01,246986148223,1,0,754,"Biological Relevance and Significance of Protein Fusion Approaches The fusion, or covalent tethering, of soluble-enhancing tags to the amino termini of aggregation-prone proteins is one of the most effective strategies for preventing aggregation and increasing the yield of properly folded proteins in E. coli. A variety of fusion tags are available, including maltose-binding protein (MBP), glutathione S-transferase (GST), ubiquitin, ubiquitin-like modifier (SUMO), intrinsically disordered polypeptides, and the N-terminal domain of spider silk protein. In this context, tags such as MBP are referred to as molecular chaperones. Similarly, native molecular chaperones themselves can serve as effective solubility-enhancing tags in the fusion context."
SEC246986148223_C02,246986148223,2,632,1379,"Similarly, native molecular chaperones themselves can serve as effective solubility-enhancing tags in the fusion context. Importantly, the robust effectiveness of the fusion approach strongly suggests that soluble-enhancing tags, including molecular chaperones, possess generic intrinsic chaperone-like activities for their tethered proteins. Despite its high efficacy and widespread popularity as a tool, it is surprising that this technique has long been regarded merely as an artificial technology, with little consideration given to its physiological relevance and significance. Artificial fusion proteins are essentially types of multidomain proteins where the N-terminal domains function as solubility-enhancing tags for downstream domains."
SEC246986148223_C03,246986148223,3,1215,2000,"Artificial fusion proteins are essentially types of multidomain proteins where the N-terminal domains function as solubility-enhancing tags for downstream domains. This phenomenon is proposed to also occur in native multidomain proteins, as evidenced by observations that domains of native multidomain proteins can act as powerful solubility-enhancing tags for various aggregation-prone proteins in vivo. The intrinsic chaperone-like activities of folded domains have been proposed to be attributed to the intermolecular repulsive forces generated by the surface charges and the excluded volume of the folded domains. Multidomain proteins have been believed to be prone to aggregation due to their slow folding rates and tendency to misfold, consistent with the conventional paradigm."
SEC246986148223_C04,246986148223,4,1833,2543,"Multidomain proteins have been believed to be prone to aggregation due to their slow folding rates and tendency to misfold, consistent with the conventional paradigm. However, the intrinsic chaperone-like activities of individual domains, which can operate even without native interdomain interactions, suggest that multidomain proteins may be less prone to aggregation than previously believed. Folded domains have been demonstrated to enable the independent folding of their neighboring domains through global phi value analysis. Similar to ribosome tethering, these inconsistencies between protein folding and aggregation can also be explained by the independent effect of folded domains on both processes."
SEC310934534511_C01,310934534511,1,0,708,"Artificial Chaperone System: Conversion of a Soluble Protein into a Potent Chaperone The intrinsic chaperone-like activities of cellular macromolecules, as evidenced in the cis-tethering context, suggest that any soluble protein could potentially act as a potent chaperone if it can reversibly associate in trans with aggregation-prone proteins. As a proof of concept, a protein engineered with a protease mutant that recognizes a short seven-residue tag in trans has been transformed into a potent chaperone for various proteins bearing this tag, regardless of the tag’s position. This artificial chaperone system exemplifies the intrinsic chaperone-like activity of a soluble protein functioning in trans."
SEC310934534511_C02,310934534511,2,582,1301,"This artificial chaperone system exemplifies the intrinsic chaperone-like activity of a soluble protein functioning in trans. The chaperone-like activity of this protein is comparable to that of traditional molecular chaperones such as GroEL/ES, the DnaK system, and trigger factor in vivo. Notably, however, in the absence of aggregation, this protein exhibits no chaperone activity in vitro refolding experiments, as shown in Figure 7. These results indicate that the artificial chaperone increases the productive protein folding yield primarily by preventing aggregation without directly affecting the protein folding process itself. This also highlights the inconsistencies between protein folding and aggregation."
SEC310934534511_C03,310934534511,3,1020,1594,"These results indicate that the artificial chaperone increases the productive protein folding yield primarily by preventing aggregation without directly affecting the protein folding process itself. This also highlights the inconsistencies between protein folding and aggregation. Considering the ubiquitous physical linkage of proteins to various cellular macromolecules throughout their lifespan, these intrinsic chaperone-like activities significantly expand our understanding of how the cellular proteome maintains solubility against aggregation in the cellular milieu."
SEC638938259915_C01,638938259915,1,0,654,"Aggregation Inhibition by Structure-Destabilizing Intermolecular Repulsive Forces The new framework indicates that intermolecular repulsive forces play a crucial role in aggregation inhibition, independent of the intrinsic properties of proteins, such as protein folding, structure, and conformational change. This mode of aggregation inhibition is often overlooked or ignored in modern protein science. In this section, we explore the significant role of structure-destabilizing intermolecular repulsive forces, which may underpin the intrinsic aggregation inhibition capabilities of cellular macromolecules, including traditional molecular chaperones."
SEC328257156249_C01,328257156249,1,0,640,"Pitfalls of Modern Protein Science This section explains why modern protein science inherently offers a skewed perspective in addressing protein solubility maintenance against aggregation, particularly in the cellular milieu. The structure–function paradigm and structure-based drug design fundamentally depend on a detailed understanding of protein structures to elucidate functions and develop effective therapeutic agents. Thus, a defining trend in modern protein science focuses on ‘structural formation or molecular compaction’, including protein folding, native assembly, binding with interacting partners, and aggregation formation."
SEC328257156249_C02,328257156249,2,426,1144,"Thus, a defining trend in modern protein science focuses on ‘structural formation or molecular compaction’, including protein folding, native assembly, binding with interacting partners, and aggregation formation. For instance, the classic protein folding problem, structure predictions using AlphaFold and RoseTTAFold, and amyloid formation are all centered around the concept of structural formation. Traditionally, structural formation has been predominantly understood and described through structure-stabilizing attractive forces. For instance, the energy landscape theory of protein folding, aggregation, and binding assumes that stabilizing attractive interactions in final structures dictate these landscapes."
SEC328257156249_C03,328257156249,3,962,1700,"For instance, the energy landscape theory of protein folding, aggregation, and binding assumes that stabilizing attractive interactions in final structures dictate these landscapes. Hydrophobic interactions as representative attractive interactions are presumed to govern substrate recognition and stabilization against aggregation in the mechanism of molecular chaperone action. Similarly, studies of aggregation have focused on ‘aggregation formation’ to find avenues to inhibit aggregation. Solubility maintenance of polypeptides against aggregation (or aggregation inhibition) can be conceptualized as ‘anti-structural formation’, which serves as the opposite or reverse reaction to the structural formation, as depicted in Figure 8."
SEC328257156249_C04,328257156249,4,1456,2208,"Solubility maintenance of polypeptides against aggregation (or aggregation inhibition) can be conceptualized as ‘anti-structural formation’, which serves as the opposite or reverse reaction to the structural formation, as depicted in Figure 8. Maintaining protein solubility against aggregation is achieved when aggregation-destabilizing forces and factors, such as intermolecular repulsive forces, desolvation penalties, and diverse entropic penalties, energetically outweigh aggregation-stabilizing forces and factors. Consistently, the solubility of non-protein molecules, including chemicals, other cellular macromolecules, and colloids, is predominantly explained by intermolecular repulsive forces, including electrostatic and steric repulsions."
